,sentence1,sentence2,predicted_score,score
5332,['A climber on the wall is attached to the climbing boy with an artificially built rope'],['A fearful little boy is on a climbing wall'],0.5392763018608093,3.4
5333,['A father is launching the daughter in a swimming pool'],['A father is taking away his daughter from a swimming pool'],0.7302411794662476,3.3
5334,"[""A man isn't tossing a kid into the swimming pool that is near the ocean""]",['A father is launching the daughter in a swimming pool'],0.47551000118255615,3.0
5335,['A dad is launching his daughter into a swimming pool'],['The man is tossing a kid into the swimming pool that is near the ocean'],0.5061675310134888,4.2
5336,['A father is taking away his daughter from a swimming pool'],['The man is tossing a kid into the swimming pool that is near the ocean'],0.4572455883026123,2.9
5337,['One man is climbing the cliff with a rope'],['One man is climbing a cliff with a rope'],0.9930442571640015,4.9
5338,['One man is descending a cliff with a rope'],['One man is climbing a cliff with a rope'],0.8721959590911865,3.3
5339,"['A person is climbing a rock with a rope, which is pink']","['A rock is being climbed by a person with a rope, which is pink']",0.9599550366401672,5.0
5340,"['A person is climbing a rock with a rope, which is pink']",['A person with pink climbing gear roped the rock'],0.9287688732147217,3.4
5341,['The young boy is climbing the wall made of rock'],['One young boy is climbing a wall made of rock'],0.9298236966133118,4.8
5342,['A young climber is making a rock wall for the boys'],['The young boy is climbing the wall made of rock'],0.718688428401947,3.3
5343,['A young child is climbing a rock climbing wall which is indoors'],['A young child is under a rock climbing wall which is indoors'],0.9290106892585754,4.0
5344,['The young boy is climbing the wall made of rock'],['A young kid is climbing a rock climbing wall which is indoors'],0.7400957345962524,4.3
5345,['A young child is under a rock climbing wall which is indoors'],['The young boy is climbing the wall made of rock'],0.6521888375282288,3.4
5346,"[""A young boy isn't climbing a wall made of rock""]",['A young child is climbing a rock climbing wall which is indoors'],0.560811460018158,3.9
5347,['A young child is climbing a rock climbing wall which is indoors'],['The young boy is climbing the wall made of rock'],0.7104988694190979,4.2
5348,['One man is doing a trick with a bicycle in midair'],['One man is doing a bicycle trick in midair'],0.9775354862213135,4.8
5349,['One man is doing a bicycle trick in midair'],['A man is failing to perform a bicycle trick in midair'],0.804136335849762,3.5
5350,['A cyclist is fearlessly performing a trick in the air'],['The cyclist is performing a trick in the air'],0.862616777420044,4.9
5351,['The air is tricking a performing cyclist'],['The cyclist is performing a trick in the air'],0.9172616004943848,2.4
5352,['One man is doing a bicycle trick in midair'],['A cyclist is fearlessly performing a trick in the air'],0.6639529466629028,4.065
5353,['One man is doing a trick with a bicycle in midair'],['The cyclist is performing a trick in the air'],0.7586033344268799,4.1
5354,['A man is failing to perform a bicycle trick in midair'],['The cyclist is performing a trick in the air'],0.6716591715812683,3.3
5355,['One man is doing a bicycle trick in midair'],['The cyclist is performing a trick in the air'],0.766542375087738,4.4
5356,"['A dog, which is black, and a white one are ignoring each other in the street']","['A dog, which is black, and a white one are staring at each other in the street']",0.7819768786430359,3.6
5357,"['Along two streets, different breeds of dogs are being looked at']",['Two dogs of different breeds are looking at each other across a street'],0.8416051268577576,3.1
5358,['Two dogs of different breeds are looking angrily at each other across a street'],"['A dog, which is black, and a white one are staring at each other in the street']",0.6340858340263367,3.9
5359,"['A dog, which is black, and a white one are staring at each other in the street']",['There are no dogs of different breeds looking at each other across a street'],0.6025541424751282,3.4
5360,"['A dog, which is black, and a white one are staring at each other in the street']","['Along two streets, different breeds of dogs are being looked at']",0.7009442448616028,2.9
5361,['Two dogs of different breeds are looking at each other across a street'],"['A dog, which is black, and a white one are ignoring each other in the street']",0.6306425333023071,3.5
5362,"['A dog, which is black, and a white one are staring at each other in the street']",['Two dogs of different breeds are looking at each other across a street'],0.7695952653884888,4.4
5363,['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],['A dog in the backyard is carrying black fur in a basket in its mouth.'],0.903414785861969,3.9
5364,['A dog which is furry and black is in a backyard and is carrying a basket in its mouth.'],"['A dog next to a tree, which is probably a pine, is biting a bucket']",0.4434297978878021,3.4
5365,['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],['A dog in a bucket is biting a tree which is probably a pine'],0.44513991475105286,2.1
5366,['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],"['A dog next to a tree, which is probably a pine, is biting a bucket']",0.4662109613418579,2.5
5367,['A man and a woman are sitting comfortably on the bench'],['Two people are sitting comfortably on the bench'],0.9008066058158875,4.6
5368,['A man and a woman are sitting comfortably on the bench'],['Nobody is sitting comfortably on the bench'],0.5475513935089111,3.585
5369,['Two large persons are sitting on a park bench and they have a bottle of soda between them'],['Two people are sitting comfortably on the bench'],0.5440248847007751,3.5
5370,['Nobody is sitting comfortably on the bench'],['Two large persons are sitting on a park bench and they have a bottle of soda between them'],0.2562742233276367,3.6
5371,['Two large persons are standing near a park bench and they have nothing between them'],['A man and a woman are sitting comfortably on the bench'],0.43361398577690125,2.8
5372,['A man and a woman are sitting comfortably on the bench'],['Two large park benches have a person sitting and a bottle of soda between them'],0.3009548783302307,3.0
5373,['A man and a woman are sitting comfortably on the bench'],['Two large persons are sitting on a park bench and they have a bottle of soda between them'],0.46332457661628723,3.9
5374,['One man is leading the race'],['A man is leading the race'],0.911784291267395,5.0
5375,['A man is leading the race'],['A man is bringing up the rear of the race'],0.7217239737510681,3.1
5376,['A few men in a competition are running outside'],['A few men in a competition are running outdoors'],0.994758665561676,4.1
5377,['A man is leading the race'],['A few men in a competition are running outdoors'],0.5214796662330627,3.1
5378,['A man is leading the race'],['A few men in a competition are running indoors'],0.3868281841278076,2.1
5379,['A man is leading the race'],['A few men are running competitions outside'],0.5033597350120544,3.1
5380,['A few men in a competition are running outside'],['The man is racing for the lead '],0.4953738749027252,3.4
5381,['The subject is being studied by a man with a camera'],['A man with a camera is studying the subject'],0.9470319151878357,4.9
5382,['The bride is leaving the groom after the wedding'],['The bride and the groom are leaving after the wedding'],0.9633334875106812,3.2
5383,['A married couple is walking down the aisle'],['A couple who have just got married are walking down the isle'],0.6802576184272766,4.8
5384,['A married couple is walking down the aisle'],['The priest is walking down the aisle to marry a couple'],0.7758141756057739,2.9
5385,['A couple who have just got married are walking down the isle'],['The bride and the groom are leaving after the wedding'],0.45921823382377625,4.1
5386,['A married couple is walking up the aisle'],['The bride and the groom are leaving after the wedding'],0.5213492512702942,3.9
5387,['The students are filling the classroom'],['A classroom is full of students'],0.8334894180297852,4.3
5388,['A classroom is full of students'],['A classroom is empty'],0.6727479100227356,2.3
5389,"[""The presentation isn't being watched by a classroom of students""]",['The presentation is being watched by a classroom of students'],0.8196795582771301,4.4
5390,"[""The presentation isn't being watched by a classroom of students""]",['A classroom is full of students'],0.5218250155448914,3.1
5391,['The presentation is being watched by a classroom of students'],['The students are filling the classroom'],0.5470854043960571,2.9
5392,['The presentation is being watched by a classroom of students'],['A classroom is full of students'],0.6893836259841919,3.9
5393,['The kid is sliding in the snow'],['The kid is still in the snow'],0.7524234056472778,4.2
5394,['A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees'],['A snow slide is full of kids'],0.41229602694511414,2.7
5395,['The kid is sliding in the snow'],['A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow'],0.6569527983665466,3.6
5396,['A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees'],['The kid is sliding in the snow'],0.6227025389671326,3.6
5397,['A woman and a dog are standing near a tree stump'],['A woman and a dog are sitting on a tree stump'],0.8412023782730103,3.5
5398,"['A woman, who is old, is near a white dog']","['A woman, who is old, is far from a white dog']",0.9118351936340332,3.6
5399,"['A woman, who is old, is near a dog that has a white coat']",['A woman and a dog are sitting on a tree stump'],0.42113548517227173,2.8
5400,"['A woman, who is old, is near a white dog']",['A woman and a dog are peacefully sitting on a tree stump'],0.4627086818218231,3.685
5401,"['A woman, who is old, is near a white dog']",['A woman and a dog are standing near a tree stump'],0.566919207572937,3.0
5402,['A dog is excitedly playing with water in a field'],['A dog is excitedly playing with water in the grass'],0.9145856499671936,4.3
5403,['A dog is excitedly playing with water in the grass'],['There is no dog excitedly playing with water in the grass'],0.6475860476493835,3.75
5404,['The dog is snapping at some droplets of water'],['A snap is depicting some water falling in droplets on the dog'],0.867690920829773,2.3
5405,['A dog is excitedly playing with water in the grass'],['The dog is biting some droplets of water'],0.5606541633605957,3.2
5406,"[""The dog isn't snapping at some droplets of water""]",['A dog is excitedly playing with water in the grass'],0.4623802602291107,3.5
5407,['A dog is excitedly playing with water in a field'],['The dog is snapping at some droplets of water'],0.5572360157966614,3.65
5408,['Two men are walking two dogs with golden coats in the snow'],['Two people are walking two dogs with golden coats in the snow'],0.8796030879020691,4.6
5409,['Two people are walking two dogs with golden coats in the snow'],['Two people are in the snow holding two dogs with golden coats'],0.8327152729034424,3.8
5410,"['Two people are in the snow not wearing clothes, which provides camouflage. ']","['Two people are in the snow, wearing clothes that provide camouflage']",0.8337957859039307,3.8
5411,['Nobody is in the snow wearing clothes that provide camouflage'],['Two people are walking two dogs with golden coats in the snow'],0.2578811049461365,2.5
5412,['Two people are walking two dogs with golden coats in the snow'],"['Two people are in the snow not wearing clothes, which provides camouflage. ']",0.41662803292274475,2.1
5413,"['Two people are in the snow, wearing clothes that provide camouflage']",['Two people are in the snow holding two dogs with golden coats'],0.5095657706260681,2.6
5414,"['A girl from Asia, in front of a brick window, looks surprised']","['A girl from Asia, in front of a window made of bricks, looks surprised']",0.9794253706932068,4.9
5415,"[""A girl from Asia, in front of a brick window, doesn't look surprised""]","['A girl from Asia, in front of a brick window, looks surprised']",0.9387802481651306,3.2
5416,['A girl is looking on surprised from a front window in a house in Asia.'],"['A girl from Asia, in front of a brick window, looks surprised']",0.8208887577056885,4.6
5417,['A girl is wearing a t-shirt and has her mouth open.'],['A girl has a t-shirt and is keeping her mouth open'],0.9625656604766846,4.6
5418,['There is no girl wearing a t-shirt and keeping her mouth open'],['A girl is wearing a t-shirt and has her mouth open.'],0.6503601670265198,3.9
5419,['A girl has a t-shirt and is keeping her mouth open'],"['A girl from Asia, in front of a brick window, looks surprised']",0.36137187480926514,2.6
5420,['A girl is looking on surprised from a front window in a house in Asia.'],['A girl is wearing a t-shirt and has her mouth open.'],0.36829718947410583,2.4
5421,['A girl is wearing a t-shirt and has her mouth open.'],"['A girl from Asia, in front of a brick window, looks surprised']",0.3554709255695343,3.0
5422,['A group of people is equipped with protective gear'],['A group of people is equipped with unprotective gear'],0.9166968464851379,3.5
5423,['A person in biking gear is standing steadily in front of some mountains '],['A person in the gear used for biking is standing steadily in front of the mountains'],0.9753938913345337,4.8
5424,['A person in biking gear is standing steadily in front of some mountains '],['There is no person in bike gear standing steadily in front of the mountains'],0.6096543073654175,3.6
5425,['A group of people is equipped with protective gear'],['A person in the gear used for biking is standing steadily in front of the mountains'],0.2598468065261841,2.4
5426,['The mountain gear is steadily placed in front of the standing biker'],['A group of people is equipped with protective gear'],0.33494287729263306,2.7
5427,['A group of people is equipped with protective gear'],['A person in biking gear is standing steadily in front of some mountains '],0.21545803546905518,2.7
5428,['The football is between the feet of a boy who is lying on the grass'],"[""The football isn't between the feet of a boy who is lying in the grass""]",0.8815679550170898,3.1
5429,['The boy on the grass is lying and is hiding the football between his feet'],['The football is between the feet of a boy who is lying on the grass'],0.906770646572113,4.4
5430,['The little kid is playing football and falling into the grass'],['A football player is falling into the grass to dodge a little kid'],0.7858536839485168,3.7
5431,['The football is between the feet of a boy who is lying on the grass'],['The little kid is playing football and falling harmlessly into the grass'],0.5938190221786499,3.4
5432,['There is no little kid playing football and falling into the grass'],['The football is between the feet of a boy who is lying on the grass'],0.4915613830089569,3.0
5433,['The football is between the feet of a boy who is lying on the grass'],['A football player is falling into the grass to dodge a little kid'],0.47503238916397095,2.9
5434,['The little kid is playing football and falling into the grass'],"[""The football isn't between the feet of a boy who is lying in the grass""]",0.5246478915214539,3.8
5435,['The boy on the grass is lying and is hiding the football between his feet'],['The little kid is playing football and falling into the grass'],0.4919514060020447,3.4
5436,"['A man with climbing equipment is hanging from a rock, which is vertical and white']","['A man with equipment used for climbing is hanging from a white, vertical rock.']",0.9837591648101807,4.8
5437,"['The climbing equipment to rescue a man is hanging from a white, vertical rock']","['A man with equipment used for climbing is hanging from a white, vertical rock.']",0.928256094455719,3.2
5438,['A woman with pigtails is climbing a rock wall'],['A woman with a ponytail is climbing a wall of rock'],0.8056584596633911,4.2
5439,"['A man with equipment used for climbing is hanging from a white, vertical rock.']",['A woman with a ponytail is climbing down a wall of rock'],0.4231502115726471,2.7
5440,['A woman with a ponytail is climbing a wall of rock'],"['A man with climbing equipment is hanging from a rock, which is vertical and white']",0.4007236957550049,3.1
5441,"['A man with equipment used for climbing is under a vertical, white rock']",['A woman with a ponytail is climbing a wall of rock'],0.3600574731826782,2.7
5442,['A black and a white dog are joyfully running on the grass'],"['A dog, which has a black coat, and a white dog are running on the grass']",0.7782265543937683,4.4
5443,['There is no dog joyfully running on the grass'],['A black and a white dog are joyfully running on the grass'],0.5117799639701843,3.2
5444,['One white dog and one black one are cheerfully running side by side on the grass'],['One white dog and one black one are running side by side on the grass'],0.9140822291374207,4.7
5445,['One white dog and one black one are running side by side on the grass'],['There is no dog joyfully running on the grass'],0.37487855553627014,3.2
5446,['A black and a white dog are joyfully running on the grass'],['One white dog and one black one are running side by side on the grass'],0.7486204504966736,4.1
5447,['A lot of people are in an ice skating park'],"[""There aren't many people in the ice skating park""]",0.7446613907814026,3.5
5448,['A lot of people are in an ice skating park'],['An ice skating rink placed outdoors is empty'],0.5040380358695984,3.6
5449,['Many people are skating in an ice park'],['An ice skating rink placed outdoors is full of people'],0.7685039639472961,4.5
5450,"['A girl in a uniform, which is blue, is quickly raising her arm']","['A girl in a uniform, which is blue, is raising her arm.']",0.975754976272583,4.5
5451,"['A girl in a uniform, which is blue, is raising her arm.']","[""The girl in the blue and white uniform isn't cheering""]",0.5894134044647217,2.7
5452,"['A girl in a uniform, which is blue, is raising her arm.']",['The girl is cheering the man in the blue and white uniform'],0.5837547779083252,3.3
5453,"['A girl in a uniform, which is blue, is quickly raising her arm']",['The girl in the blue and white uniform is cheering'],0.6883990168571472,3.8
5454,['A bunch of guys is on the shore'],['A bunch of people is on the shore'],0.8181477189064026,4.3
5455,['There is no one on the shore'],['A bunch of people is on the shore'],0.49613112211227417,3.6
5456,['People are on a beach full of sand by the ocean and are enjoying a day full of sun'],['A bunch of people is on the shore'],0.5489590167999268,3.8
5457,['A bunch of guys is on the shore'],['People are on a beach full of sand by the ocean and are enjoying a sunny day'],0.4071081280708313,3.2
5458,['People are on a beach full of sand by the ocean and are enjoying a sunny day'],['There is no one on the shore'],0.2752332091331482,3.7
5459,['A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle'],['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],0.8243342041969299,4.0
5460,['A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit'],['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],0.8718911409378052,3.6
5461,['The man is getting off a motorcycle onto ground which is mostly barren'],['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],0.8047013282775879,3.6
5462,['The man is doing a wheelie with a motorbike in a field which is mostly barren'],['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],0.4614470601081848,3.6
5463,"['The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.']",['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],0.48918816447257996,2.6
5464,['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],0.5838642716407776,3.7
5465,['A woman is being kissed by a man'],['A lady is being kissed by a man'],0.895563006401062,4.9
5466,['Two people are passionately kissing near a crowd'],['Two people are kissing near a crowd'],0.9475648403167725,4.4
5467,['A nearby throng of people are kissing two by two'],['Two people are kissing near a crowd'],0.8226038217544556,3.8
5468,['Two people are arguing near a crowd'],['A woman is being kissed by a man'],0.14823588728904724,1.1
5469,['A nearby throng of people are kissing two by two'],['A woman is being kissed by a man'],0.5199218392372131,3.15
5470,['There is no woman being kissed by a man'],['Two people are kissing near a crowd'],0.3455338478088379,3.1
5471,"['The young woman in a dyed red shirt, is blowing a bubble that is huge']",['The girl in the red shirt is blowing a bubble '],0.7620306611061096,4.4
5472,['The girl in the red shirt is blowing a bubble '],"[""The girl in a dyed red shirt isn't blowing a bubble""]",0.8178383111953735,2.4
5473,"[""A bubble blew, dyeing the girl's shirt red.""]",['The girl in the red shirt is blowing a bubble '],0.8148359656333923,2.965
5474,['The young girl is blowing a bubble that is huge'],"['The girl, who is young, is blowing a bubble that is huge']",0.976803183555603,4.9
5475,"['The girl, who is young, is blowing a bubble that is huge']",['The girl in the red shirt is blowing a bubble '],0.7560673356056213,4.0
5476,['The young girl is blowing a bubble that is very small'],['The girl in the red shirt is blowing a bubble '],0.74776691198349,3.8
5477,"['The young woman in a dyed red shirt, is blowing a bubble that is huge']",['The young girl is blowing a bubble that is huge'],0.7238823771476746,3.8
5478,['A young child is wearing boots made of green rubber and playing in a puddle full of mud'],['A young child is wearing green boots and playing in a puddle full of mud'],0.9714921712875366,4.6
5479,['A little boy is jumping into a puddle in the street'],['A little boy is jumping into a puddle on the street'],0.9917431473731995,4.9
5480,['A little boy is jumping into a puddle on the street'],['A little boy is getting out of a puddle in the street'],0.8668941259384155,4.0
5481,['A little boy is jumping into a puddle on the street'],"[""A little boy's jumper is in a puddle in the street""]",0.8397961258888245,3.4
5482,['A young child is wearing green boots and playing in a puddle full of mud'],['A little boy is getting out of a puddle in the street'],0.45702064037323,3.2
5483,"[""A little boy's jumper is in a puddle in the street""]",['A young child is wearing green boots and playing in a puddle full of mud'],0.4585685133934021,2.6
5484,['A young child is wearing green boots and playing in a puddle full of mud'],['A little boy is jumping into a puddle on the street'],0.4886743724346161,3.8
5485,['Two young kids are eating corndogs'],['Two young kids are fasting'],0.5062998533248901,2.8
5486,['Two young kids are playing with a man eating corndogs'],['Two young kids are eating corndogs'],0.7950140237808228,3.9
5487,['Two young kids are fasting'],"['Two toddlers are eating corndogs in a wagon, which is really small']",0.30604493618011475,3.0
5488,['Two young kids are playing with a man eating corndogs'],"['Two toddlers are eating corndogs in a wagon, which is really small']",0.5929937958717346,3.3
5489,['Two toddlers are eating on a really small wagon full of corndogs '],['Two young kids are eating corndogs'],0.7116379737854004,3.0
5490,['A man doing a pose is being watched by another man'],['There is no man in a pose being watched by another man'],0.6991271376609802,3.7
5491,['A man is posing to be watched by another man'],['A man doing a pose is being watched by another man'],0.9510878920555115,4.8
5492,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],['A man in a pose is being amusedly watched by another man'],0.6066136360168457,3.5
5493,['A man is posing to be watched by another man'],['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],0.528512716293335,3.5
5494,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny'],['A man doing a pose is being watched by another man'],0.5122066736221313,3.9
5495,['A man doing a pose is being watched by another man'],"['A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.']",0.37861931324005127,1.9
5496,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],['A man doing a pose is being watched by another man'],0.5014994144439697,3.765
5497,['There is no horse tossing the cowboy in red and blue pants'],['A horse is tossing the cowboy wearing pants of blue and red color'],0.7022244930267334,4.0
5498,['A man is abruptly falling off a horse on a track laid in the wild'],['A man is falling off a horse on a track and is laid in the wild'],0.9472906589508057,4.5
5499,['A man is falling off a horse on a track and is laid in the wild'],['A man is getting on a horse on a track laid in the wild'],0.8247487545013428,3.8
5500,['A horse is tossing the cowboy wearing pants of blue and red color'],['A man is laying a cover over a wild horse that is falling on the track'],0.41320157051086426,2.2
5501,['The cowboy in blue and red pants is being tossed by a horse'],['A man is falling off a horse on a track and is laid in the wild'],0.42305561900138855,3.1
5502,['There is no horse tossing the cowboy in red and blue pants'],['A man is falling off a horse on a track and is laid in the wild'],0.40990445017814636,2.6
5503,['An adult is in the amphitheater and is talking seriously to a boy'],['An adult is in the amphitheater and is talking to a boy'],0.9756702780723572,4.6
5504,"['The man and the boy are standing at the bottom of the stairs, which are outdoors']","['The man and the boy are standing at the top of the stairs, which are outdoors']",0.9168651700019836,4.1
5505,['An adult is in the amphitheater and is talking to a boy'],"['A man and a boy are standing at the bottom of some stairs, which are outdoors']",0.23781800270080566,2.4
5506,['An adult is in the amphitheater and is talking to a boy'],"['The man and the boy are standing at the top of the stairs, which are outdoors']",0.2279258817434311,3.0
5507,"['The man and the boy are standing at the bottom of the stairs, which are outdoors']",['An adult is in the amphitheater and is talking seriously to a boy'],0.1928405910730362,3.0
5508,['A talk about an adult and a boy is given in the amphitheater'],"['The man and the boy are standing at the bottom of the stairs, which are outdoors']",0.21559128165245056,1.5
5509,['A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera'],"['A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera']",0.9889522194862366,4.7
5510,"['A boy is standing in front of the building painted blue, in the space reserved for handicapped people']",['A boy is standing in front of the blue building in the space reserved for handicapped people'],0.9703706502914429,4.8
5511,"['A boy is standing in front of the building painted blue, in the space reserved for handicapped people']",['A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera'],0.3574438989162445,3.1
5512,"['A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera']",['A boy is standing in front of the blue building in the space reserved for handicapped people'],0.36415883898735046,2.3
5513,"['A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera']",['A boy is standing in front of the blue building in the space reserved for handicapped people'],0.3821873664855957,2.2
5514,['A few horses are racing furiously over the green grass and jumping the obstacle'],['Some horses are racing furiously over the green grass and jumping an obstacle'],0.9503010511398315,4.7
5515,['Some horses are racing furiously over the green grass and jumping an obstacle'],['Some horses are resting on the green grass'],0.6800334453582764,3.2
5516,['Some furious racers on the green grass are yelling at the horses jumping an obstacle'],['Some horses are racing furiously over the green grass and jumping an obstacle'],0.7807982563972473,3.4
5517,"['The Jockeys are racing horses on the field, which is completely green']",['A few horses are racing furiously over the green grass and jumping the obstacle'],0.62201327085495,3.5
5518,['Some horses are resting on the green grass'],"['The Jockeys are racing horses on the field, which is completely green']",0.6474984288215637,2.9
5519,"['The Jockeys are riding horses on the field, which is completely green']",['Some horses are racing furiously over the green grass and jumping an obstacle'],0.6068129539489746,3.3
5520,['Some horses are racing furiously over the green grass and jumping an obstacle'],"['The Jockeys are racing horses on the field, which is completely green']",0.6493983268737793,3.6
5521,['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],['A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat'],0.8561188578605652,2.6
5522,['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],['An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers'],0.9845428466796875,4.8
5523,['An old woman is shirtless and is clumsily dropping two newspapers'],['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],0.7642843127250671,3.4
5524,['An old woman is shirtless and is clumsily dropping two newspapers'],['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],0.4795016944408417,2.4
5525,['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],['A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat'],0.48941466212272644,2.0
5526,['One person who is practicing snowboarding jumps into the air'],['A person who is practicing snowboarding jumps into the air'],0.9733283519744873,5.0
5527,"[""A practicing jumper is tossing a person's snowboard into the air""]",['A person who is practicing snowboarding jumps into the air'],0.7885098457336426,3.5
5528,['The snowboarder is leaping fearlessly over white snow'],['The snowboarder is leaping over white snow'],0.8561248183250427,4.5
5529,"[""The snowboarder isn't leaping over white snow""]",['The snowboarder is leaping over white snow'],0.816417396068573,3.6
5530,['A person who is practicing snowboarding jumps into the air'],['A leap over white snow is greatly appealing to the snowboarders'],0.5342280864715576,2.9
5531,['The snowboarder is leaping over white snow'],['One person who is practicing snowboarding jumps into the air'],0.6098261475563049,4.0
5532,['A person who is practicing snowboarding falls from the air'],['The snowboarder is leaping over white snow'],0.5070549249649048,3.4
5533,['A dog is near the red ball in the air'],"['A dog, which is small, is playing tirelessly on the green grass']",0.48084327578544617,2.9
5534,['A dog is jumping in the air to catch a red ball'],"['A dog, which is small, is playing on the green grass']",0.41923412680625916,2.9
5535,['The person is riding a motorbike on a sandy track'],['The person is riding a motorbike on a track on the sand'],0.930749773979187,4.9
5536,"[""The person isn't riding a motorbike on a sandy track""]",['The person is riding a motorbike on a sandy track'],0.8040127754211426,3.5
5537,['A motorbike rider is jumping over a person on a sandy track'],['The person is riding a motorbike on a sandy track'],0.7276268601417542,3.7
5538,['A person is riding a motorbike in the event related to motocross'],['There is no person riding a motorbike in the event related to motocross'],0.6903470158576965,3.6
5539,['A person is riding a motorbike in the event related to motocross'],['A motocross rider is giving a motorbike to a person at an event'],0.8305097222328186,3.5
5540,['The person is riding a motorbike on a sandy track'],['A motocross rider is giving a motorbike to a person at an event'],0.4691864550113678,2.6
5541,['The person is riding a motorbike on a track on the sand'],['A person is riding a motorbike in the event related to motocross'],0.6551316976547241,3.4
5542,['The person is riding a motorbike on a sandy track'],['A person is riding a motorbike in the event related to motocross'],0.6291798949241638,3.8
5543,['A pink shirt with white writing on it is being worn by a girl who is lying in the grass'],['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],0.9614006280899048,4.5
5544,['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],['A girl is naked and is standing on the grass'],0.514876663684845,2.8
5545,['The young girl with a shirt dyed pink is peacefully lying on the grass'],['The young girl with a pink shirt is peacefully lying on the grass'],0.9667555689811707,4.9
5546,['The young peaceful girl is lying about the grass found in the pink shirt'],['The young girl with a pink shirt is peacefully lying on the grass'],0.8982632160186768,4.5
5547,['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],"[""The young girl with a pink shirt isn't peacefully lying on the grass""]",0.81767338514328,3.7
5548,['The young peaceful girl is lying about the grass found in the pink shirt'],['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],0.8271094560623169,3.6
5549,['The young girl with a pink shirt is peacefully lying on the grass'],['A pink shirt with white writing on it is being worn by a girl who is lying in the grass'],0.7668798565864563,4.2
5550,['The young girl with a pink shirt is peacefully lying on the grass'],['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],0.8191490769386292,4.1
5551,"['A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass']","['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",0.945966362953186,4.4
5552,"['A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass']","['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",0.8169664740562439,2.6
5553,['A large dog is running on the grass with a tennis ball in its mouth'],"['A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass']",0.6671361923217773,3.5
5554,['A woman is riding a brown horse'],['A woman is riding a horse'],0.7871719598770142,4.4
5555,['A man is opening a package that contains headphones'],['A woman is riding a brown horse'],-0.15010808408260345,1.0
5556,['There is no woman riding a horse'],['A man is opening a package that contains headphones'],-0.12031780183315277,1.0
5557,['A woman is riding a horse'],"[""A man is opening a package that doesn't contain headphones""]",-0.13986462354660034,1.1
5558,['A man is opening a small package that contains headphones'],['A man is opening a package that contains headphones'],0.9498199224472046,4.3
5559,['A man is opening a package that contains headphones'],"[""A man is opening a package that doesn't contain headphones""]",0.8914646506309509,3.4
5560,['There is no man singing and playing the guitar'],['A man is singing and playing the guitar'],0.525989294052124,2.6
5561,['A man is opening a small package that contains headphones'],['A man is singing and playing the guitar'],0.12214595824480057,1.5
5562,"[""A man is opening a package that doesn't contain headphones""]",['A man is singing and playing the guitar'],0.10979974269866943,1.1
